location,date,case_rate
02,2020-10-01,18.86418470497372
02,2020-10-02,19.274275676820974
02,2020-10-03,19.410972667436727
02,2020-10-04,19.00088169558947
02,2020-10-05,26.65591317007156
02,2020-10-06,19.95776062989973
02,2020-10-07,16.677032855121695
02,2020-10-08,18.317396742510713
02,2020-10-09,25.288943263914046
02,2020-10-10,31.577004832238618
02,2020-10-11,34.1742476539379
02,2020-10-12,25.972428216992803
02,2020-10-13,21.598124517288753
02,2020-10-14,21.32473053605725
02,2020-10-15,22.555003451599013
02,2020-10-16,30.2100349260811
02,2020-10-17,28.706368029307836
02,2020-10-18,28.706368029307836
02,2020-10-19,27.61279210438182
02,2020-10-20,31.713701822854368
02,2020-10-21,30.620125897928357
02,2020-10-22,32.67058075716463
02,2020-10-23,33.9008536727064
02,2020-10-24,48.66412865920756
02,2020-10-25,70.67234414834357
02,2020-10-26,47.843946715513056
02,2020-10-27,53.038432358911614
02,2020-10-28,52.62834138706436
02,2020-10-29,50.44118953721234
02,2020-10-30,54.26870527445338
02,2020-10-31,63.83749461755599
02,2020-11-01,49.074219631054824
02,2020-11-02,47.98064370612881
02,2020-11-03,55.22558420876364
02,2020-11-04,57.95952402107867
02,2020-11-05,44.69991593135077
02,2020-11-06,69.85216220464906
02,2020-11-07,82.97507330376122
02,2020-11-08,69.30537424218606
02,2020-11-09,62.74391869262998
02,2020-11-10,75.32004182927912
02,2020-11-11,66.98152540171827
02,2020-11-12,64.79437355186626
02,2020-11-13,83.93195223807147
02,2020-11-14,103.20622791489245
02,2020-11-15,85.57231612546049
02,2020-11-16,76.68701173543664
02,2020-11-17,87.62277098469677
02,2020-11-18,78.60076960405716
02,2020-11-19,74.08976891373736
02,2020-11-20,64.931070542482
02,2020-11-21,91.72368070316932
02,2020-11-22,71.35582910142233
02,2020-11-23,69.1686772515703
02,2020-11-24,82.56498233191397
02,2020-11-25,95.96128741225762
02,2020-11-26,86.93928603161801
02,2020-11-27,98.96862120580415
02,2020-11-28,89.26313487208579
02,2020-11-29,87.34937700346526
02,2020-11-30,66.29804044863953
02,2020-12-01,73.6796779418901
02,2020-12-02,95.00440847794735
02,2020-12-03,106.35025869905473
02,2020-12-04,103.75301587735545
02,2020-12-05,120.97683669494016
02,2020-12-06,94.5943175061001
02,2020-12-07,75.86682979174213
02,2020-12-08,76.27692076358939
02,2020-12-09,78.32737562282566
02,2020-12-10,83.11177029437697
02,2020-12-11,81.6081033976037
02,2020-12-12,71.76592007326958
02,2020-12-13,87.62277098469677
02,2020-12-14,55.49897818999514
02,2020-12-15,37.18158144748443
02,2020-12-16,83.52186126622422
02,2020-12-17,49.21091662167057
02,2020-12-18,66.57143442987102
02,2020-12-19,44.426521950119266
02,2020-12-20,24.605458310835285
02,2020-12-21,20.231154611131235
02,2020-12-22,59.73658489908345
02,2020-12-23,49.48431060290208
02,2020-12-24,37.04488445686868
02,2020-12-25,20.367851601746988
02,2020-12-26,25.6990342357613
02,2020-12-27,42.10267310965149
02,2020-12-28,16.9504268363532
02,2020-12-29,28.29627705746058
02,2020-12-30,50.031098565365085
02,2020-12-31,50.85128050905959
02,2021-01-01,64.24758558940324
02,2021-01-02,39.50543028795221
02,2021-01-03,22.965094423446267
02,2021-01-04,29.25315599177084
02,2021-01-05,28.569671038692082
02,2021-01-06,46.47697680935554
02,2021-01-07,46.06688583750829
02,2021-01-08,54.54209925568488
02,2021-01-09,51.12467449029109
02,2021-01-10,33.9008536727064
02,2021-01-11,23.921973357756528
02,2021-01-12,21.598124517288753
02,2021-01-13,40.18891524103097
02,2021-01-14,45.38340088442953
02,2021-01-15,39.778824269183716
02,2021-01-16,26.65591317007156
02,2021-01-17,35.26782357886391
02,2021-01-18,20.231154611131235
02,2021-01-19,17.360517808200452
02,2021-01-20,22.008215489136006
02,2021-01-21,27.202701132534568
02,2021-01-22,36.22470251317417
02,2021-01-23,32.943974738396136
02,2021-01-24,22.41830646098326
02,2021-01-25,11.072456239875878
02,2021-01-26,11.345850221107382
02,2021-01-27,22.555003451599013
02,2021-01-28,23.785276367140778
02,2021-01-29,24.19536733898803
02,2021-01-30,17.633911789431956
02,2021-01-31,17.223820817584702
02,2021-02-01,8.885304390023853
02,2021-02-02,15.44675993957993
02,2021-02-03,24.05867034837228
02,2021-02-04,21.461427526673
02,2021-02-05,21.871518498520253
02,2021-02-06,16.9504268363532
02,2021-02-07,28.979762010539336
02,2021-02-08,11.755941192954637
02,2021-02-09,14.489881005269668
02,2021-02-10,23.23848840467777
02,2021-02-11,18.04400276127921
02,2021-02-12,17.90730577066346
02,2021-02-13,12.84951711788065
02,2021-02-14,25.425640254529796
02,2021-02-15,11.482547211723134
02,2021-02-16,8.201819436945096
02,2021-02-17,5.331182634014312
02,2021-02-18,28.979762010539336
02,2021-02-19,25.562337245145546
02,2021-02-20,18.590790723742217
02,2021-02-21,15.44675993957993
02,2021-02-22,8.338516427560847
02,2021-02-23,7.79172846509784
02,2021-02-24,24.19536733898803
02,2021-02-25,20.504548592362738
02,2021-02-26,13.943093042806662
02,2021-02-27,21.871518498520253
02,2021-02-28,16.266941883274438
02,2021-03-01,9.158698371255356
02,2021-03-02,17.08712382696895
02,2021-03-03,23.648579376525024
02,2021-03-04,17.360517808200452
02,2021-03-05,18.590790723742217
02,2021-03-06,17.633911789431956
02,2021-03-07,13.943093042806662
02,2021-03-08,12.302729155417643
02,2021-03-09,12.302729155417643
02,2021-03-10,19.95776062989973
02,2021-03-11,29.389852982386593
02,2021-03-12,15.036668967732675
02,2021-03-13,23.101791414062017
02,2021-03-14,14.62657799588542
02,2021-03-15,12.986214108496402
02,2021-03-16,14.353184014653918
02,2021-03-17,24.05867034837228
02,2021-03-18,20.777942573594242
02,2021-03-19,8.611910408792351
02,2021-03-20,25.288943263914046
02,2021-03-21,15.993547902042936
02,2021-03-22,6.834849530787579
02,2021-03-23,23.648579376525024
02,2021-03-24,28.706368029307836
02,2021-03-25,19.95776062989973
02,2021-03-26,24.19536733898803
02,2021-03-27,27.202701132534568
02,2021-03-28,27.202701132534568
02,2021-03-29,17.633911789431956
02,2021-03-30,11.755941192954637
02,2021-03-31,21.734821507904503
02,2021-04-01,31.440307841622865
02,2021-04-02,26.79261016068731
02,2021-04-03,31.85039881347012
02,2021-04-04,18.04400276127921
02,2021-04-05,15.993547902042936
02,2021-04-06,11.482547211723134
02,2021-04-07,29.663246963618096
02,2021-04-08,30.346731916696854
02,2021-04-09,33.217368719627636
02,2021-04-10,24.468761320219535
02,2021-04-11,13.259608089727903
02,2021-04-12,10.662365268028624
